

 firstRunK: 
 firstRunK: 
0
91.40970, -0.00942, -0.02827, 0.39806, 0.47101, 1.41296, 0.38248, -0.00843, -0.02534, 0.39810, -0.29686, -0.87742, -0.01046

 firstRunK: 
0
91.41637, -0.00314, -0.02199, 0.40061, 0.94202, 0.94202, 0.38248, -0.00218, -0.01903, 0.40065, -0.28787, -0.88507, -0.01054

 firstRunK: 
0
91.42304, 0.00314, -0.01571, 0.40325, 0.94202, 0.94202, 0.39566, 0.00406, -0.01274, 0.40329, -0.27463, -0.88890, -0.01055

 firstRunK: 
0
91.42971, 0.00942, -0.00628, 0.40616, 0.94195, 1.41300, 0.42204, 0.01029, -0.00331, 0.40619, -0.26029, -0.89244, -0.01058

 firstRunK: 
0
91.43639, 0.01571, 0.00000, 0.40897, 0.94202, 0.94202, 0.42204, 0.01651, 0.00297, 0.40901, -0.24406, -0.89063, -0.01051

 firstRunK: 
0
91.44305, 0.02199, 0.00942, 0.41196, 0.94202, 1.41296, 0.44842, 0.02274, 0.01238, 0.41200, -0.22726, -0.88887, -0.01047

 firstRunK: 
0
91.44973, 0.02827, 0.01885, 0.41504, 0.94202, 1.41303, 0.46161, 0.02894, 0.02177, 0.41508, -0.20453, -0.88115, -0.01032

 firstRunK: 
0
91.45640, 0.03770, 0.02827, 0.41812, 1.41300, 1.41303, 0.46161, 0.03830, 0.03116, 0.41815, -0.18545, -0.87308, -0.01022

 firstRunK: 
0
91.46307, 0.04398, 0.03770, 0.42138, 0.94202, 1.41300, 0.48799, 0.04449, 0.04053, 0.42141, -0.15911, -0.85862, -0.00998

 firstRunK: 
0
91.46974, 0.05341, 0.05027, 0.42463, 1.41303, 1.88397, 0.48799, 0.05383, 0.05305, 0.42466, -0.13458, -0.84463, -0.00980

 firstRunK: 
0
91.47642, 0.05969, 0.05969, 0.42797, 0.94199, 1.41307, 0.50118, 0.06001, 0.06239, 0.42800, -0.10468, -0.82237, -0.00946

 firstRunK: 
0
91.48309, 0.06911, 0.07226, 0.43140, 1.41300, 1.88401, 0.51436, 0.06934, 0.07488, 0.43143, -0.07746, -0.80117, -0.00920

 firstRunK: 
0
91.48976, 0.07854, 0.08482, 0.43501, 1.41300, 1.88401, 0.54074, 0.07864, 0.08734, 0.43504, -0.04020, -0.77069, -0.00875

 firstRunK: 
0
91.49643, 0.08796, 0.09739, 0.43862, 1.41303, 1.88397, 0.55393, 0.08796, 0.09980, 0.43864, -0.00975, -0.74124, -0.00838

 firstRunK: 
0
91.50311, 0.09739, 0.10996, 0.44240, 1.41296, 2.35505, 0.55393, 0.09724, 0.11222, 0.44243, 0.03165, -0.70187, -0.00782

 firstRunK: 
0
91.50977, 0.10681, 0.12566, 0.44627, 1.41307, 1.88401, 0.58031, 0.10654, 0.12780, 0.44629, 0.06742, -0.66484, -0.00737

 firstRunK: 
0
91.51645, 0.11938, 0.14137, 0.45023, 1.88397, 2.35505, 0.59350, 0.11894, 0.14333, 0.45025, 0.11700, -0.61494, -0.00667

 firstRunK: 
0
91.52312, 0.12881, 0.15708, 0.45428, 1.41303, 2.35502, 0.60669, 0.12823, 0.15887, 0.45430, 0.15625, -0.56776, -0.00610

 firstRunK: 
0
91.52979, 0.14137, 0.17279, 0.45841, 1.88404, 2.35498, 0.61988, 0.14061, 0.17437, 0.45843, 0.21053, -0.50680, -0.00526

 firstRunK: 
0
91.53646, 0.15394, 0.19164, 0.46272, 1.88397, 2.82606, 0.64625, 0.15302, 0.19302, 0.46274, 0.25488, -0.45038, -0.00459

 firstRunK: 
0
91.54314, 0.16650, 0.20735, 0.46694, 1.88401, 2.35498, 0.64625, 0.16539, 0.20847, 0.46695, 0.31439, -0.37732, -0.00360

 firstRunK: 
0
91.54980, 0.17907, 0.22619, 0.47143, 1.88404, 2.82603, 0.65944, 0.17779, 0.22709, 0.47144, 0.36236, -0.30998, -0.00280

 firstRunK: 
0
91.55648, 0.19164, 0.24819, 0.47600, 1.88404, 3.29704, 0.67263, 0.19011, 0.24878, 0.47601, 0.43571, -0.22307, -0.00161

 firstRunK: 
0
91.56315, 0.20735, 0.26704, 0.48067, 2.35498, 2.82599, 0.69901, 0.20564, 0.26735, 0.48067, 0.48698, -0.14280, -0.00068

 firstRunK: 
0
91.56982, 0.21991, 0.29217, 0.48542, 1.88401, 3.76801, 0.72539, 0.21792, 0.29212, 0.48541, 0.57070, -0.04051, 0.00072

 firstRunK: 
0
91.57649, 0.23562, 0.31416, 0.49026, 2.35505, 3.29708, 0.71220, 0.23343, 0.31379, 0.49025, 0.62722, 0.05246, 0.00178

 firstRunK: 
0
91.58317, 0.25133, 0.33929, 0.49527, 2.35498, 3.76798, 0.75176, 0.24883, 0.33851, 0.49526, 0.71688, 0.17126, 0.00338

 firstRunK: 
0
91.58984, 0.27018, 0.36442, 0.50028, 2.82603, 3.76805, 0.75176, 0.26747, 0.36328, 0.50027, 0.77840, 0.27747, 0.00458

 firstRunK: 
0
91.59651, 0.28588, 0.38956, 0.50547, 2.35498, 3.76801, 0.77815, 0.28285, 0.38794, 0.50545, 0.87477, 0.41372, 0.00640

 firstRunK: 
0
91.60319, 0.30473, 0.41783, 0.51093, 2.82603, 4.71004, 0.81771, 0.30147, 0.41580, 0.51090, 0.94138, 0.53375, 0.00773

 firstRunK: 
0
91.60986, 0.32358, 0.44925, 0.51621, 2.82606, 4.23903, 0.80452, 0.31993, 0.44667, 0.51617, 1.05487, 0.69153, 0.00985

 firstRunK: 
0
91.61653, 0.34243, 0.48066, 0.52166, 2.82599, 4.71004, 0.80452, 0.33854, 0.47761, 0.52162, 1.12638, 0.82794, 0.01134











































































































































































































































































































































































































